Pathway,AMCF,genes
ILK_Pathway_Apoptosis,0.0,ACAN AKT1 AKT2 AKT3 ARHGEF6 BAD CASP3 CASP9 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PDPK1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PRG2 PRG4 PXN SMC3 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TGFB1I1 TNC TNF TNFRSF1A VCAN 
ILK_Pathway_Cell_adhesion_cell_motility.opsonization,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PRG2 PRG4 PXN SMC3 SNAI2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC VCAN 
ILK_Pathway_Cell_cycle_proliferation,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 GSK3B HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PRG2 PRG4 PXN SMC3 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC TNF TNF VCAN 
ILK_Pathway_Cell_Migration.Retraction,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PPP1R14B PRG2 PRG4 PXN SMC3 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC TNF TNFRSF1A VCAN 
ILK_Pathway_Cell_Motility,0.0,ACAN ACTA1 ACTA2 ACTB ACTG1 ACTG2 ARHGEF6 CDC42 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 MYH10 MYH11 MYH13 MYH14 MYH15 MYH16 MYH2 MYH3 MYH4 MYH6 MYH7 MYH7B MYH8 MYH9 MYL1 MYL12B MYL2 MYL3 MYL4 MYL5 MYL6 MYL7 MYL9 MYLPF MYO10 MYO15A MYO18B MYO1A MYO1B MYO1C MYO1D MYO1E MYO1F MYO1G MYO3A MYO3B MYO5A MYO5B MYO6 MYO7A MYO7B MYO9A MYO9B NCAN PARVA PARVB PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PRG2 PRG4 PXN RAC1 SMC3 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC TNF TNF VCAN 
ILK_Pathway_Cytoskeletal_reorganization,0.0,ACAN ACTA1 ACTA2 ACTB ACTG1 ACTG2 ARHGEF6 CDC42 CFL1 CFL2 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 DIRAS3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PRG2 PRG4 PXN RAC1 RAC2 RAC3 RHOA RHOB RHOC RHOD RHOG RHOH RHOJ RHOQ RND2 RND3 SMC3 SNAI2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TESK1 TNC VCAN 
ILK_Pathway_G2_phase_arrest,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 GSK3B HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PRG2 PRG4 PXN SMC3 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC TNF TNF VCAN 
ILK_Pathway_Induced_cell_proliferation,0.0,ATF4 CCND1 CEBPB CHUK CREB1 CREB3 CREB3L4 CTNNB1 GCFC2 GSK3B HNF1A HNF1B HNF4A LEF1 MYC NFE2L1 RPS6KA4 RPS6KA5 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TEAD1 TEAD4 TFAM ZEB1 ZNF354A 
ILK_Pathway_Regulation_of_intermediate_filaments,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 KRT18 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PRG2 PRG4 PXN SMC3 SNAI2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC VCAN 
ILK_Pathway_Regulation_of_junction_assembly_of_desmosomes,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 DSP ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PRG2 PRG4 PXN SMC3 SNAI2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC VCAN 
ILK_Pathway_Wound_Healing,0.0,ACAN ARHGEF6 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 ECM1 ECM2 EFEMP1 EFEMP2 ELN EPYC FBN1 FBN2 FBN3 FERMT2 FLNA FLNB FLNC FN1 FRAS1 FREM1 FREM2 FREM3 HAPLN1 HAPLN2 HAPLN3 HAPLN4 HSPG2 ILK IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MEPE MMRN2 NCAN PARVA PARVB PRG2 PRG4 PXN SMC3 SNAI2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TNC VCAN VIM 
IL_10_Pathway,1.0,BCL2L1 BLVRA CCND1 CCND2 CCND3 CD14 CDKN2D HMOX1 IL10 IL10RA IL10RB IL1A IL1B IL6 JAK1 MAP2K6 MAPK11 MAPK12 MAPK13 MAPK14 MAPKAPK2 MYC NFKB1 NFKB2 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PIM1 REL RELA RELB SOCS3 STAT3 TIA1 TLR4 TNF TYK2 
IL_10_Pathway_Gene_Expression,0.0,CD14 MAPK11 MAPK12 MAPK13 MAPK14 NFKB1 NFKB2 PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 REL RELA RELB STAT3 TLR4 
IL_10_Pathway_Stability_Determination,0.0,CD14 TLR4 
IL_10_Pathway_Translational_Modulation,0.0,CD14 MAP2K6 MAPK11 MAPK12 MAPK13 MAPK14 MAPKAPK2 SOCS3 STAT3 TIA1 TLR4 
IL_2_Pathway,1.0,AKT1 AKT2 AKT3 ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 CASP8 CD247 CD3E CD4 CD80 CD86 CHUK CISH CTLA4 EGR1 ELF1 ELK1 FAS FASLG FOS FOSB FOSL1 FOSL2 FYN GAB2 GRB2 HLA-DMA HLA-DMB HLA-DOA HLA-DOB HLA-DPA1 HLA-DQA1 HLA-DQA2 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB3 HLA-DRB4 HLA-DRB5 HMGA1 HRAS IKBKB IKBKE IKBKG IL2 IL2RA IL2RB IL2RG JAK1 JAK3 JUN JUNB JUND KRAS LAT LCK LCP1 LYN MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK6 MAPK7 MAPK8 MAPK9 MRAS MTOR MYC NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NRAS PDK1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PLS1 PLS3 POLR1A POLR1B POLR1C POLR1D POLR1E POLR2A POLR2B POLR2C POLR3D POLR3F POLR3K POU2F1 PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PTEN PTK2B RAF1 REL RELA RELB RRAS RRAS2 SGK1 SIRPA SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 SOS1 SOS2 STAT5A STAT5B SYK ZAP70 
IL_2_Pathway_Actin_reorganization,0.0,IL2 IL2RA IL2RB JAK1 JAK3 LCP1 PLS1 PLS3 SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 
IL_2_Pathway_Apoptosis,0.0,CASP8 FAS FASLG PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 SGK1 
IL_2_Pathway_Apoptosis_Inhibition,0.0,GAB2 IL2 IL2RA IL2RB JAK1 JAK3 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 SGK1 
IL_2_Pathway_Protein_Synthesis,0.0,IL2 IL2RA IL2RB JAK1 JAK3 MTOR SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 
IL_6_Pathway,1.0,AKT1 ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ARAF BAX BCL2 BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8B BRAF BTK CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL4L1 CCL4L2 CCL5 CCL7 CCL8 CD2 CD70 CD80 CER1 CHUK CSF1 CSF2 CSF3 CX3CL1 CXCL1 CXCL10 CXCL11 CXCL12 CXCL13 CXCL14 CXCL16 CXCL2 CXCL3 CXCL5 CXCL6 CXCL9 DAP FASLG GRB2 HGF HRAS IKBKB IKBKE IKBKG IL10 IL11 IL12A IL12B IL13 IL15 IL16 IL17A IL18 IL19 IL1A IL1B IL2 IL20 IL21 IL22 IL23A IL24 IL26 IL3 IL4 IL5 IL6 IL6R IL6ST IL7 IL8 IL9 JAK3 KRAS LIF LTA MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAPK1 MAPK12 MAPK3 MAPK6 MAPK7 MRAS MTOR MYC NFKB1 NFKBIA NFKBIB NFKBIE NRAS OSM PF4 PF4V1 PIAS3 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PIM1 PIP PPP1R10 PPP1R11 PPP1R12A PPP1R12B PPP1R12C PPP1R13B PPP1R14A PPP1R14B PPP1R15A PPP1R16A PPP1R1A PPP1R1B PPP1R2 PPP1R3A PPP1R3B PPP1R3C PPP1R3D PPP1R3E PPP1R3F PPP1R7 PPP1R8 PPP1R9A PPP1R9B PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E PTPN11 RAF1 REL RELA RELB RRAS RRAS2 SHC1 SHC2 SHC3 SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 STAT3 TGFB3 TIMP1 TNF TNFSF10 TNFSF11 TNFSF12 TNFSF13 TNFSF13B TNFSF14 TNFSF18 TNFSF4 TNFSF8 TNFSF9 TP53BP2 
Integrin_Signaling_Pathway,1.0,ACAN ACTA1 ACTA2 ACTB ACTG1 ACTG2 ADCY1 ADCY2 ADCY3 AKT1 ARAF BCAR1 BRAF CAV1 CD47 CDC42 COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 CRK DOCK1 ECM1 ECM2 EFEMP1 EFEMP2 ELK1 ELN EPYC FBN1 FBN2 FBN3 FN1 FOS FRAS1 FREM1 FREM2 FREM3 FYN GNA11 GNA12 GNA13 GNA14 GNA15 GNAQ GNAS GNB1 GNB2 GNB3 GNB4 GNB5 GNG2 GNG3 GNG4 GRB2 GRB7 GSN HAPLN1 HAPLN2 HAPLN3 HAPLN4 HRAS HSPG2 IMPG1 IMPG2 ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 JUN KRAS LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK3 MAPK8 MAPK9 MEPE MMRN2 MRAS MYC MYLK NCAN NRAS PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PFN1 PFN2 PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PIP4K2A PIP4K2B PIP4K2C PIP5K1A PIP5K1B PIP5K1C PLCG1 PLCG2 PPAP2B PPP1CB PPP1R12A PPP1R12B PRG2 PRG4 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B PTK2 PTK2B PXN RAC1 RAC2 RAC3 RAF1 RHOA ROCK1 ROCK2 RRAS RRAS2 SMC3 SOS1 SOS2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 SRC SRF TLN1 TLN2 TNC VAV1 VAV2 VAV3 VCAN VCL 
Integrin_Signaling_Pathway_Cell_survival,0.0,AKT1 CAV1 CD47 GNA11 GNA12 GNA13 GNA14 GNA15 GNAQ GNAS GRB7 HRAS ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 KRAS MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP2K6 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK3 MAPK8 MAPK9 NRAS PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PPAP2B PTK2 PTK2B PXN RRAS RRAS2 TLN1 TLN2 
Integrin_Signaling_Pathway_Cytoskeleton_contraction_integrin_modulation_cell_invasion_and_migration,0.0,CDC42 CRK DOCK1 ELK1 FOS GRB2 GRB7 ITGA1 JUN MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK3 MAPK8 MAPK9 PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PIP4K2A PIP4K2B PIP4K2C PIP5K1A PIP5K1B PIP5K1C RAC1 RAC2 RAC3 SRF VAV1 VAV2 VAV3 
Integrin_SIgnaling_Pathway_Focal_adhesion_and_stress_fibers,0.0,GSN PFN1 PFN2 PIP4K2A PIP4K2B PIP4K2C PIP5K1A PIP5K1B PIP5K1C PPAP2B PPP1CB PPP1R12A PPP1R12B ROCK1 ROCK2 
Integrin_Signaling_Pathway_Translocates_to_the_nucleus,0.0,ADCY1 ADCY2 ADCY3 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B 
Interactions_Report,1.0,CDH1 CTGF ETS1 HIF1A LOX LOXL2 NOTCH1 (NICD) SNAI1 TWIST1 
